vertex,dist
0,0.000000
1,15.000000
2,1.000000
3,6.000000
4,20.000000
5,INF
6,19.000000
7,15.000000
8,INF
9,INF
10,6.000000
11,INF
12,21.000000
13,INF
14,13.000000
15,13.000000
16,INF
17,10.000000
18,9.000000
19,3.000000
20,INF
21,INF
22,INF
23,9.000000
24,32.000000
25,22.000000
26,27.000000
27,4.000000
28,22.000000
29,28.000000
