vertex,dist
0,0.000000
1,4.000000
2,4.000000
3,3.000000
4,2.000000
5,3.000000
6,6.000000
7,1.000000
8,4.000000
9,5.000000
10,2.000000
11,4.000000
12,4.000000
13,4.000000
14,3.000000
15,3.000000
16,2.000000
17,6.000000
18,2.000000
19,4.000000
