vertex,dist
0,0.000000
1,1129.075000
2,1424.438000
3,889.871000
4,2839.542000
5,3154.778000
6,INF
7,2480.271000
8,2291.997000
9,1617.851000
10,1827.730000
11,2512.069000
12,1514.454000
13,1430.981000
14,1565.455000
15,1745.773000
16,1994.532000
17,1460.778000
18,1242.013000
19,1754.960000
20,1937.185000
21,1314.973000
22,1488.822000
23,1676.874000
24,2842.300000
25,2905.085000
26,3240.891000
27,2160.925000
28,1926.506000
29,1104.822000
30,930.505000
31,734.228000
32,624.523000
33,819.323000
34,1103.586000
35,1301.327000
36,2924.075000
37,1489.753000
38,998.126000
39,1132.584000
40,906.943000
41,752.156000
42,460.229000
43,556.370000
44,676.138000
45,913.423000
46,1106.392000
47,1723.838000
48,1831.490000
49,1949.861000
50,2008.834000
51,2098.975000
52,2427.352000
53,2544.433000
54,2662.355000
55,1421.196000
56,326.660000
57,647.166000
58,799.608000
59,1536.777000
60,1413.504000
61,1297.404000
62,1943.540000
63,2062.768000
64,2534.933000
65,2643.386000
66,2632.956000
67,3016.943000
68,3163.359000
69,231.252000
70,2845.478000
71,2907.346000
72,2422.646000
73,2188.466000
74,2081.920000
75,2178.879000
76,926.704000
77,832.842000
78,1023.115000
79,2461.242000
80,1201.072000
81,1100.909000
82,756.398000
83,1315.079000
84,113.492000
85,554.747000
86,180.471000
87,208.222000
88,438.374000
89,649.423000
90,1783.267000
91,1502.163000
92,1623.178000
93,1110.590000
94,797.264000
95,689.592000
96,1173.393000
97,535.686000
98,1028.126000
99,1046.830000
100,539.011000
101,1344.039000
102,1726.233000
103,1617.880000
104,1809.102000
105,2036.598000
106,990.446000
107,INF
108,2177.579000
109,2300.057000
110,2033.667000
111,INF
112,INF
113,INF
114,1225.201000
115,727.377000
116,656.256000
117,760.107000
118,952.582000
119,652.046000
120,806.883000
121,919.048000
122,887.591000
123,1128.967000
124,1237.517000
125,1001.114000
126,1111.764000
127,1202.684000
128,1309.710000
129,1258.220000
130,1362.260000
131,1391.815000
132,1209.349000
133,1260.806000
134,1307.123000
135,1326.643000
136,3097.483000
137,3075.674000
138,2771.470000
139,2787.394000
140,2899.166000
141,2641.404000
142,2764.177000
143,2882.759000
144,2545.268000
145,2580.178000
146,2331.972000
147,2439.331000
148,2306.590000
149,2736.043000
150,2628.293000
151,2863.539000
152,2875.939000
153,2826.536000
154,3214.092000
155,3137.333000
156,3011.785000
157,2979.267000
158,2887.119000
159,650.951000
160,2961.155000
161,2874.860000
162,2408.790000
163,1852.987000
164,1929.040000
165,2909.896000
166,3768.161000
167,2400.223000
168,2838.339000
169,INF
170,2044.426000
171,2756.132000
172,2488.235000
173,2610.944000
174,2668.992000
175,1079.801000
176,754.087000
177,1207.626000
178,880.290000
179,490.727000
180,213.683000
181,390.707000
182,2508.005000
183,2428.089000
184,2570.738000
185,1121.531000
186,1111.314000
187,1181.816000
188,1702.587000
189,1911.602000
190,1603.076000
191,1855.903000
192,1660.019000
193,2594.795000
194,2241.705000
195,2364.241000
196,2375.901000
197,2891.324000
198,2843.338000
199,3225.664000
200,1026.688000
201,1056.215000
202,1321.987000
203,262.197000
204,2011.699000
205,3151.221000
206,933.993000
207,1587.821000
208,2209.931000
209,2253.523000
210,2380.553000
211,2389.681000
212,2178.789000
213,2346.748000
214,2104.007000
215,2350.632000
216,2290.726000
217,1657.322000
218,INF
219,286.307000
220,2238.428000
221,1986.015000
222,1831.452000
223,1464.697000
224,1266.871000
225,1399.381000
226,979.878000
227,1036.240000
228,50.176000
229,877.447000
230,1392.754000
231,1390.375000
232,1400.454000
233,1311.989000
234,1158.262000
235,1113.974000
236,979.583000
237,1185.914000
238,1261.110000
239,1102.198000
240,1144.585000
241,912.409000
242,861.113000
243,994.168000
244,930.288000
245,1008.634000
246,1015.766000
247,936.620000
248,1018.100000
249,1040.851000
250,1047.067000
251,1081.031000
252,1064.651000
253,1036.862000
254,1122.634000
255,1177.675000
256,1175.601000
257,1137.286000
258,1283.211000
259,1306.142000
260,1254.451000
261,1332.511000
262,3325.063000
263,3367.838000
264,1515.091000
265,1568.007000
266,1344.267000
267,1357.659000
268,1337.862000
269,1378.625000
270,1416.254000
271,1087.259000
272,1383.066000
273,1372.463000
274,1953.782000
275,2190.439000
276,2545.505000
277,2550.893000
278,1794.207000
279,2253.980000
280,964.785000
281,834.295000
282,2386.022000
283,2423.155000
284,345.439000
285,2223.605000
286,2057.066000
287,1095.195000
288,1028.280000
289,2918.777000
290,1724.858000
291,1313.132000
292,1293.545000
293,1216.602000
294,778.316000
295,1067.117000
296,1052.077000
297,1032.875000
298,1019.461000
299,1815.672000
300,1805.296000
301,539.053000
302,496.759000
303,1383.325000
304,1372.596000
305,1268.872000
306,1086.812000
307,3171.291000
308,3156.676000
309,3199.044000
310,3184.410000
311,1418.234000
312,1393.638000
313,1603.013000
314,1590.112000
315,891.165000
316,2263.338000
317,2593.199000
318,2542.958000
319,2013.447000
320,1108.870000
321,1084.946000
322,1099.781000
323,1064.775000
324,1190.964000
325,2925.429000
326,3041.542000
327,3027.365000
328,2793.819000
329,2793.242000
330,2606.524000
